Lat,Lon
47.96898024791573,10.594697051095626
36.7,3.216666667
42.5,1.516666667
-8.833333333,13.33333333
41.33333333,19.8
39.93333333,32.86666667
52.36666667,4.9
50.46,2.13
57.04638889,9.919166667
56.15,10.21666667
55.59972222,-2.781944444
50.78333333,6.083333333
57.1526,-2.11
36.76666667,3.216666667
48.83333333,10.1
38.34527778,-0.483055556
47.4,8.05
24.08888889,32.89972222
45.36027778,11.79
41.9267,8.7369
38.758,30.53866667
51.64561,-3.13447
51.713,-3.445
56.052778,-3.302105
56.179,-4.385
51.73,-3.13
51.7239,-3.0587
51.824,-3.0167
37.38333333,-5.983333333
53.75337,-2.36384
55.98,-4.58
43.96861111,25.33333333
31.2,29.91666667
58.02,-5.34
57.980272,-5.299201
38.47194444,-28.86388889
37.74111111,-25.67555556
37.74777778,-25.67194444
38.535,-28.63083333
50.73399167,7.099813889
52.51666667,13.38333333
50.85,4.35
42.68333333,23.31666667
40.18333333,29.05
53.91666667,27.55
6.466666667,2.6
12.33333333,-1.666666667
43.86666667,18.41666667
50.85,4.35
52.36194444,13.00805556
48.7775,11.43111111
41.03194444,21.33472222
51.99651,-0.74276
44.84,-0.58
44.3867,6.6531
41.38333333,2.183333333
43.49,-1.48
50.466,-4.718
50.5621,-4.5662
49.9,10.9
47.56666667,7.6
56.79685,-5.003508
54.597,-5.93
55.67611111,12.56833333
50.08333333,14.46666667
3.866666667,11.51666667
4.366666667,18.58333333
12.1,16.03333333
45.8,16.0
35.16666667,33.36666667
28.1,-15.4
51.48333333,-3.183333333
51.27222222,30.22416667
50.93638889,6.952777778
30.05,31.23333333
51.279,-2.778
51.26666667,15.93333333
35.88833333,-5.315555556
36.85805556,10.33083333
35.21,24.91
41.81666667,1.466666667
51.5155,-0.0922
33.53333333,-7.583333333
46.4353,4.66
52.01666667,4.366666667
50.351,-3.579
53.34777778,-6.259722222
56.464,-2.97
33.51305556,36.29194444
48.26027778,11.43416667
54.9958,-7.3074
48.85822222,2.2945
51.5,-0.116666667
3.75,8.783333333
56.03611111,12.60833333
51.43333333,5.483333333
54.345,-7.64
50.98333333,11.03333333
55.95305556,-3.188888889
54.16666667,19.4
50.3267,3.6689
50.849,-0.938
60.16666667,24.93333333
48.4097,2.7025
50.11666667,8.683333333
53.13333333,5.816666667
56.81689,-5.10963
59.541,-1.623
43.78333333,11.25
40.11666667,9.25
57.7,11.96666667
52.51666667,13.38333333
0.383333333,9.45
5.55,-0.2
58.38027778,12.35833333
57.69305556,11.90833333
54.36666667,18.63333333
37.96666667,23.71666667
49.45,-2.55
9.516666667,-13.7
11.86666667,-15.6
51.05,3.733333333
46.2,6.15
43.31666667,-2.666666667
54.5,18.53333333
52.51666667,13.4
53.371859,-6.267357
42.5,-8.1
40.16666667,9.2
52.15,8.15
47.43333333,19.25
53.56527778,10.00138889
51.4775,-0.461388889
52.23333333,5.166666667
51.762,-0.228
55.422145,-2.787549
51.98111111,4.128611111
51.94458,1.289852
52.36666667,9.716666667
60.79916667,11.05611111
64.13333333,-21.93333333
41.9,12.48333333
53.34416667,-6.2675
54.15,-4.483333333
56.33,-6.42
49.19001667,-2.11
31.78333333,35.21666667
50.06138889,19.93833333
51.4103,-0.2995
52.0629,1.2379
-21.11666667,14.55
51.0076,-2.3364
64.01666667,-22.56666667
54.8,21.41666667
15.63333333,32.53333333
52.115,0.868
42.66666667,21.16666667
54.16666667,15.56666667
49.6,6.116666667
56.95,24.1
32.86666667,13.18333333
54.68333333,25.31666667
53.86972222,10.68638889
33.9,35.53333333
6.316666667,-10.8
47.14166667,9.523333333
51.50722222,-0.1275
53.23272,-0.537661
51.33333333,12.38333333
50.068611,-5.716111
38.71388889,-9.139444444
38.72861111,-9.184722222
38.70805556,-9.138333333
53.4,-2.983333333
51.20833333,16.16027778
50.06295,-5.5644
37.45694444,21.975
36.91666667,22.66666667
-8.838333333,13.23444444
52.75611111,9.393055556
55.66905,-1.78485
51.21666667,5.933333333
46.51983333,6.6335
41.61666667,0.633333333
48.0077,0.1984
49.2,8.116666667
58.53611111,15.03472222
58.625,16.25277778
55.75166667,37.61777778
55.60583333,13.03583333
48.13333333,11.56666667
12.65,-8.0
43.71666667,7.416666667
47.0,28.91666667
34.03333333,-6.85
51.47972222,-3.183611111
32.65111111,-16.90972222
32.64510833,-16.91587778
32.64721111,-16.90821944
35.93333333,0.083333333
50.85,5.683333333
53.46666667,-2.233333333
35.3,-2.95
47.98666667,5.616666667
51.715,4.667777778
44.0181,1.3558
31.63,-8.008888889
50.0,8.266666667
50.06138889,19.93833333
46.55,15.65
42.78333333,19.46666667
52.13333333,11.61666667
43.05,11.48333333
44.3,10.0
51.36666667,12.0
52.36666667,4.883333333
59.95277778,31.03611111
59.96388889,30.22222222
30.16666667,31.1
54.6,-5.916666667
49.45,11.08333333
-22.57,17.08611667
13.53333333,2.083333333
9.066666667,7.483333333
26.05,32.25
32.70194444,35.30333333
51.85,5.866666667
51.4,-0.252
40.31666667,9.333333333
51.83333333,8.15
51.75194444,-1.257777778
59.95,10.75
55.39583333,10.38861111
52.10027778,5.7725
58.83,-3.3
59.17,-3.03
50.66666667,17.93333333
52.21666667,21.03333333
48.8567,2.3508
38.76666667,-9.15
50.37138889,-4.142222222
52.4,16.91666667
50.54507,-3.99422
50.382222,-4.133889
50.08333333,14.41666667
52.58333333,-0.25
44.8,10.33333333
43.71666667,10.4
40.63333333,9.716666667
50.538,-4.938
51.79166667,11.14722222
55.75,37.61666667
44.41666667,26.1
41.9,12.5
56.94888889,24.10638889
57.59630417,-13.68730778
64.13333333,-21.93333333
46.82333333,9.4075
46.6325,8.672222222
51.98166667,4.080555556
41.9,12.5
51.91666667,4.5
33.806734,18.366222
52.36,4.885278
49.91305556,7.45
55.40661111,-3.652472222
55.67952778,-4.971305556
51.71916667,5.367222222
40.43333333,-3.7
59.32944444,18.06861111
46.95,7.45
43.86666667,18.41666667
55.75,37.61666667
48.15,17.11666667
-15.93333333,-5.716666667
55.95,-3.183333333
49.38305556,6.833055556
43.93333333,12.43333333
14.66666667,-17.41666667
8.48445,-13.23445
46.05,14.5
15.63333333,32.53333333
42.87777778,-8.544444444
33.56055556,35.39805556
