Lat,Lon
43.73027778,-72.30305556
42.9837,-81.2497
41.8988,-87.623
25.66666667,-100.3
44.94416667,-93.09361111
30.67694444,-99.57638889
39.8875,-83.445
44.25,-72.56666667
41.88527778,-87.62138889
40.74444444,-73.99666667
25.95611111,-97.14527778
39.08361111,-77.14833333
38.98472222,-77.11305556
39.00416667,-77.01888889
43.66666667,-70.26666667
41.89138889,-87.59972222
40.72833333,-73.99416667
40.75,-73.86666667
44.31055556,-69.78
44.1,-76.4
49.5,-64.5
41.25,-96.0
38.893,-77.0477
43.84166667,-73.3875
40.62472222,-73.95222222
41.32388889,-73.98694444
44.11777778,-73.91777778
40.70305556,-74.02611111
41.32944444,-87.795
39.17527778,-76.66833333
39.20361111,-76.85694444
41.15,-73.76666667
35.1175,-89.97111111
38.6246,-90.18497
23.13333333,-82.38333333
42.38333333,-72.51666667
39.71666667,-82.6
38.98,-77.00222222
38.02972222,-84.49472222
39.41055556,-79.40444444
39.95,-75.16666667
39.03527778,-77.0925
39.41388889,-77.41111111
37.0,-97.0
26.22305556,-97.75138889
26.2,-97.7
42.6525,-73.75722222
42.68083333,-73.75472222
42.65166667,-73.75444444
38.8893,-77.05011111
41.93888889,-75.27944444
42.45333333,-74.60722222
42.35722222,-74.51166667
39.42027778,-75.51972222
43.05222222,-87.95583333
39.02611111,-77.07277778
39.13194444,-77.22638889
39.32527778,-77.74361111
39.82833333,-77.23222222
37.53333333,-77.46666667
64.175,-51.73888889
41.76273611,-72.67428611
38.85083333,-76.99444444
41.31,-72.92361111
32.75735833,-97.33318056
29.28111111,-94.82583333
32.77583333,-96.79666667
29.96472222,-90.07055556
25.78777778,-80.22416667
29.41666667,-98.5
42.23333333,-78.03333333
42.29,-85.58583333
47.11722222,-88.5625
40.72666667,-73.98055556
10.5,-66.91666667
42.8,-73.93333333
39.94857222,-75.14866667
39.948125,-75.14679167
17.3,-62.73333333
17.25138889,-88.76694444
14.01666667,-60.98333333
13.10583333,-59.61305556
12.13638889,-86.25138889
8.983333333,-79.51666667
18.53333333,-72.33333333
15.301389,-61.388333
35.22694444,-80.84333333
13.69,-89.19
18.46666667,-69.95
12.05,-61.75
39.16194444,-75.52666667
32.36166667,-86.27916667
30.455,-84.25333333
39.69833333,-89.61972222
39.05583333,-95.68944444
39.76666667,-86.15
38.2,-84.86666667
38.57666667,-92.17361111
30.44861111,-91.12583333
38.97294444,-76.50115833
40.223748,-74.764001
35.48222222,-97.535
35.78055556,-78.63888889
40.26972222,-76.87555556
34.00083333,-81.03527778
18.35,-64.95
38.34722222,-81.63333333
43.06666667,-89.4
18.45,-66.06666667
36.91666667,-76.2
46.13631,-60.19551
36.07694444,-75.70472222
41.09194444,-73.86444444
38.25,-85.76666667
40.74694444,-73.94666667
39.19527778,-79.49111111
37.99916667,-76.24972222
42.10222222,-75.91166667
39.54305556,-76.07555556
36.99583333,-75.95944444
28.90055556,-82.59361111
30.33694444,-81.66138889
42.50444444,-90.68694444
41.25,-95.86666667
39.33111111,-84.54277778
32.78333333,-79.93333333
26.98444444,-97.38055556
32.73333333,-79.76666667
41.26444444,-96.13277778
41.28277778,-70.09944444
43.95,-59.91583333
43.93305556,-60.00555556
44.35,-68.21666667
19.43333333,-96.38333333
46.78693889,-92.09819444
41.88833333,-95.23277778
10.4,-75.5
40.75,-73.86666667
40.615444,-74.415775
41.24444444,-75.87805556
43.7,-79.4
12.11666667,-68.93333333
47.13444444,-88.57472222
47.13027778,-88.59638889
41.02472222,-80.61222222
38.63333333,-88.95
40.72422,-74.172574
44.47583333,-73.21194444
37.18333333,-86.1
37.83401111,-83.60787778
20.97,-89.62
42.37638889,-71.23611111
41.39361111,-88.26027778
38.97027778,-90.45416667
39.32916667,-82.09611111
33.66777778,-93.59
47.5675,-52.70722222
35.93333333,-79.03333333
44.42027778,-83.33083333
22.77166667,-102.5752778
43.46666667,-80.51666667
37.33444444,-79.52305556
41.48805556,-71.3125
47.6,-75.8
45.45,-74.08333333
46.3,-79.45
37.32166667,-77.18166667
43.08861111,-91.18555556
41.66888889,-91.34805556
42.63472222,-77.98333333
37.32472222,-77.02055556
37.27083333,-79.94166667
37.20916667,-76.7775
45.45008333,-73.79136111
48.33333333,-68.66666667
37.29027778,-77.305
41.88333333,-87.63333333
36.08,-79.81944444
40.02111111,-75.31694444
42.99944444,-82.30888889
40.74722222,-73.63805556
30.03416667,-93.84277778
32.75222222,-79.87472222
40.315,-79.38111111
40.15638889,-76.20388889
40.15333333,-76.60055556
40.18083333,-76.1825
40.11,-76.51111111
40.03972222,-76.30444444
35.04611111,-90.02305556
18.43916667,-66.00194444
44.9,-76.25
18.11666667,-65.41666667
18.23138889,-66.03944444
41.46861111,-73.39194444
18.0,-66.61666667
41.73166667,-73.4525
32.01666667,-81.11666667
27.77305556,-82.64
18.43,-67.15444444
40.656391,-74.30483
19.425377,-99.1725283
40.357115,-74.670165
40.33361111,-78.93722222
40.23388889,-76.13722222
40.03305556,-76.49666667
40.05472222,-76.43888889
40.0375,-76.10527778
40.1625,-76.39638889
40.05722222,-76.55583333
40.00611111,-76.35138889
40.10222222,-76.08777778
40.15472222,-76.30333333
40.1,-76.30555556
40.03902778,-76.18977778
39.93055556,-76.295
40.14041667,-76.15194444
40.20805556,-76.13472222
39.89888889,-76.34222222
40.16416667,-76.2325
40.07602778,-76.47097222
40.06833333,-76.34527778
33.65333333,-86.80888889
43.09666667,-75.23194444
45.16611111,-67.2425
40.038,-76.30819444
37.98666667,-81.94277778
37.97111111,-81.71083333
40.2775,-80.60944444
38.14194444,-81.66027778
38.70166667,-80.91527778
38.70444444,-80.54916667
38.62305556,-80.56777778
38.59416667,-80.75388889
38.76888889,-80.7425
18.38,-66.16333333
35.49055556,-80.61833333
43.01,-83.69
16.44583333,-90.29583333
41.35555556,-72.09944444
42.20861111,-83.1625
43.45,-80.48333333
39.98222222,-76.18277778
40.302787,-74.738004
38.57027778,-81.99055556
38.44166667,-81.95277778
38.62027778,-81.98722222
19.17888889,-98.64166667
19.02222222,-98.62777778
38.11888889,-86.92138889
38.07,-78.89444444
39.18333333,-78.16666667
37.27083333,-76.70694444
37.28666667,-80.05583333
36.8506,-75.9779
37.1275,-80.56944444
36.83111111,-76.34555556
37.13305556,-76.37361111
37.21277778,-77.40027778
36.93666667,-82.625
38.77333333,-77.45333333
37.07083333,-76.48444444
38.75138889,-77.47638889
36.68611111,-79.86916667
37.40361111,-79.17
37.78305556,-79.44527778
38.44944444,-78.86888889
37.03472222,-76.36
36.66472222,-80.92027778
36.67472222,-76.93055556
38.30180556,-77.47083333
38.88222222,-77.17111111
36.69277778,-77.53805556
38.8525,-77.30416667
36.58722222,-79.40444444
37.81972222,-79.82361111
37.73222222,-79.35333333
37.78611111,-79.98888889
37.24388889,-77.41055556
37.24166667,-77.40527778
36.71416667,-76.23833333
38.03,-78.47888889
36.6,-82.18333333
42.45722222,-83.94472222
44.169246,-80.391989
39.04916667,-77.05722222
42.10138889,-72.59027778
38.77583333,-75.14222222
27.94722222,-82.45861111
35.08583333,-80.88805556
38.42083333,-82.42361111
18.19,-65.96861111
40.94138889,-73.86444444
43.07555556,-70.76055556
42.50833333,-89.03166667
32.705,-97.12277778
42.46055556,-83.13472222
41.26666667,-86.65
41.03333333,-86.68333333
41.85,-87.11666667
40.95,-87.4
38.8,-86.55
41.6,-86.71666667
41.8,-87.63333333
41.01666667,-87.11666667
41.8,-87.71666667
40.63972222,-73.77888889
39.08861111,-77.08027778
35.94166667,-77.79722222
39.15305556,-77.07472222
39.83027778,-84.89055556
47.24722222,-88.45444444
42.33166667,-71.12166667
41.96416667,-82.51777778
38.99666667,-76.9275
42.26666667,-71.8
19.43611111,-99.07194444
32.43222222,-86.65333333
32.66027778,-86.71111111
32.45916667,-86.45138889
44.38333333,-64.31666667
30.88333333,-87.77694444
30.41444444,-87.59833333
30.63111111,-87.88638889
30.52638889,-87.89555556
30.40555556,-87.68138889
30.26777778,-87.70138889
30.62361111,-87.75472222
30.29138889,-87.56194444
30.49666667,-87.90972222
30.55444444,-87.70555556
30.54527778,-87.75055556
30.66861111,-87.92222222
30.48777778,-87.69972222
29.95861111,-90.065
43.6275,-89.77083333
32.41638889,-87.02472222
39.46972222,-87.38972222
28.41583333,-81.29888889
45.48333333,-75.65
46.81666667,-71.21666667
31.66416667,-85.49583333
31.8775,-85.44888889
31.70972222,-85.60666667
31.78027778,-85.5575
32.94,-87.17472222
31.88916667,-85.15361111
32.95,-87.13444444
33.11861111,-87.12277778
33.16444444,-87.23166667
33.90416667,-86.51638889
34.02916667,-86.32055556
34.08166667,-86.58861111
33.99194444,-86.57583333
40.72305556,-74.00083333
40.69527778,-74.40111111
33.81944444,-86.72916667
34.00916667,-86.74805556
33.89333333,-86.75694444
33.88416667,-86.42222222
33.96916667,-86.63638889
33.89638889,-86.63055556
33.94222222,-86.47888889
33.87388889,-86.82583333
34.11583333,-86.39138889
34.08194444,-86.41944444
33.98972222,-86.51194444
33.81361111,-86.81138889
32.07444444,-85.52027778
32.14,-85.71277778
31.83111111,-86.6275
31.54277778,-86.71972222
31.64,-86.73916667
37.66777778,-82.75888889
37.75777778,-87.11833333
37.17611111,-85.90611111
37.18916667,-85.82444444
9.071388889,-79.38361111
42.04638889,-87.69472222
44.85416667,-93.24222222
37.726,-89.22
40.51581667,-80.16279167
22.98916667,-82.40916667
30.48944444,-86.54222222
44.52305556,-89.56027778
39.94,-75.105
35.04555556,-85.26722222
41.42194444,-87.98111111
39.96083333,-75.16305556
34.12916667,-93.05444444
18.31694444,-65.29
33.76583333,-85.88416667
33.66111111,-85.83333333
33.60583333,-85.96305556
33.95305556,-85.93583333
33.61861111,-85.84333333
33.80305556,-86.03666667
33.81583333,-85.76055556
33.65083333,-85.86944444
33.75583333,-85.80861111
33.90361111,-86.02611111
33.92611111,-85.61305556
33.70805556,-85.84416667
33.59694444,-85.83861111
12.48166667,-61.45833333
33.01694444,-85.35111111
34.22055556,-85.59583333
32.83777778,-85.23305556
32.81138889,-85.17805556
32.89833333,-85.40055556
32.86333333,-85.19972222
34.15916667,-85.67472222
34.26527778,-85.86138889
34.1825,-85.76888889
34.26777778,-85.55805556
33.10277778,-86.75361111
32.95888889,-86.74361111
32.78194444,-86.87555556
32.83972222,-86.62805556
34.2325,-85.77055556
32.17222222,-88.28944444
31.98638889,-88.33888889
32.09138889,-88.22055556
31.87666667,-88.32083333
32.91694444,-86.71583333
32.20361111,-88.0525
31.91361111,-88.30833333
31.76111111,-88.08888889
31.77166667,-88.33111111
31.79027778,-87.73277778
31.70611111,-87.77416667
33.3125,-85.7525
33.27194444,-85.83666667
31.52166667,-87.89111111
31.91138889,-87.74
33.70694444,-85.51055556
33.73083333,-85.43166667
33.52527778,-85.34333333
33.64388889,-85.58277778
31.41722222,-86.07722222
31.3275,-85.84444444
31.22055556,-86.17083333
34.69972222,-87.53083333
34.75833333,-87.96861111
34.59083333,-87.67555556
31.38111111,-85.92444444
34.73083333,-87.70277778
34.75972222,-87.69472222
31.29777778,-87.025
31.435,-86.95472222
34.75083333,-87.65027778
31.40888889,-87.23944444
33.05972222,-86.05277778
32.88805556,-86.21944444
31.30027778,-86.31916667
31.23138889,-86.52055556
31.0075,-86.32472222
31.3,-86.48333333
31.35805556,-86.47027778
31.4075,-86.48333333
31.24055556,-86.31916667
31.24388889,-86.46
31.22138889,-86.27777778
31.35,-86.53333333
31.28305556,-86.25472222
31.40777778,-86.61027778
31.01138889,-86.35055556
31.30055556,-86.39166667
31.58416667,-86.25638889
31.6675,-86.17472222
31.71444444,-86.26333333
31.73305556,-86.30972222
31.85027778,-86.20722222
31.495,-86.36638889
34.32777778,-86.49861111
34.26694444,-86.60277778
33.945,-86.89944444
34.05194444,-86.88277778
34.24861111,-86.6875
34.1775,-86.84472222
34.10861111,-86.86694444
34.06333333,-86.76083333
34.17472222,-86.61694444
34.23361111,-86.86277778
34.24138889,-86.94305556
31.59805556,-85.71861111
31.2375,-85.7125
31.30222222,-85.71083333
31.31527778,-85.45444444
31.30805556,-85.49055556
31.35,-85.6
31.31361111,-85.76722222
31.30222222,-85.45083333
31.22722222,-85.40722222
31.31277778,-85.54583333
32.30555556,-87.24527778
31.44805556,-85.64194444
34.35361111,-86.00388889
34.56944444,-85.63833333
32.37833333,-87.00638889
34.45361111,-85.70638889
34.44666667,-85.90638889
34.28666667,-85.99055556
34.63361111,-85.74305556
34.70388889,-85.67388889
34.39222222,-85.97333333
34.57222222,-85.58027778
34.53361111,-85.89472222
34.44583333,-85.77916667
34.49222222,-85.84527778
34.55833333,-85.79611111
32.48666667,-86.19055556
34.46527778,-85.87722222
32.59388889,-86.39333333
32.50416667,-86.33388889
32.64111111,-86.03833333
32.54222222,-86.31527778
32.53944444,-85.89305556
34.56527778,-85.61638889
31.09222222,-87.05305556
31.02305556,-87.49194444
31.02722222,-87.17222222
31.1175,-87.07111111
31.00888889,-87.25555556
32.54083333,-86.20777778
34.20277778,-86.16027778
34.0,-85.86666667
34.00972222,-86.09833333
31.05861111,-87.05666667
34.01,-86.01027778
34.14777778,-86.13166667
33.94388889,-86.06166667
34.05722222,-86.10333333
34.07444444,-86.03055556
34.17388889,-86.12138889
34.06388889,-86.27916667
33.64583333,-87.93083333
33.65777778,-87.60583333
33.89944444,-87.73027778
33.69194444,-87.83222222
33.92833333,-87.80805556
34.35138889,-87.7075
34.33027778,-87.9275
33.94944444,-87.87166667
34.51027778,-87.72833333
34.44,-88.13833333
31.01111111,-85.74416667
34.375,-88.05361111
31.03861111,-85.84527778
31.10361111,-85.69444444
31.03805556,-85.87666667
31.16666667,-85.91055556
31.14388889,-85.52333333
31.10861111,-85.59444444
31.16833333,-85.46805556
31.1125,-86.04777778
32.6475,-87.86722222
32.84055556,-87.88888889
32.99416667,-87.90527778
32.76361111,-88.02583333
31.35333333,-85.33972222
31.40888889,-85.13583333
31.56638889,-85.25138889
32.70222222,-87.59611111
32.59472222,-87.53555556
32.99861111,-87.62611111
32.87638889,-87.74083333
31.18388889,-85.23527778
31.42194444,-85.33638889
31.29222222,-85.11194444
31.18916667,-85.27888889
31.19944444,-85.30611111
31.05361111,-85.30222222
31.14305556,-85.09611111
31.13527778,-85.43611111
31.29166667,-85.34555556
31.26027778,-85.28361111
34.6075,-85.91555556
34.94722222,-85.71388889
34.71694444,-85.96555556
31.035,-85.39722222
34.90472222,-86.08666667
34.53472222,-86.08222222
34.685,-85.84666667
34.66027778,-86.32805556
34.74138889,-86.19055556
34.62666667,-86.27472222
34.86944444,-85.83194444
34.65138889,-86.0425
34.57805556,-85.98805556
34.80305556,-86.12361111
33.59027778,-86.94916667
33.7,-86.51222222
33.43888889,-86.94527778
33.63166667,-86.91305556
33.64527778,-86.93277778
33.63916667,-86.68027778
33.39111111,-86.95638889
33.66777778,-86.64944444
33.45916667,-86.73194444
33.7,-86.62277778
33.52305556,-86.95638889
33.57416667,-86.90277778
33.47666667,-86.91666667
33.46888889,-87.03805556
33.66055556,-86.81166667
33.64861111,-86.63638889
33.615,-86.80111111
33.62694444,-86.96222222
33.27972222,-86.85611111
33.46833333,-86.80805556
33.53194444,-86.68694444
33.38638889,-86.805
33.77111111,-86.79527778
33.43777778,-86.9975
33.42722222,-86.9225
33.54555556,-86.5575
33.52055556,-86.93666667
33.55361111,-86.99444444
33.45583333,-86.92694444
33.53944444,-86.93972222
33.68416667,-86.875
33.48694444,-86.74055556
33.7475,-86.80694444
33.36694444,-87.10138889
33.55361111,-86.97527778
33.68611111,-86.68166667
33.47583333,-87.07888889
33.4925,-86.97305556
33.74722222,-87.04666667
33.51277778,-87.02055556
33.5875,-86.76611111
33.81888889,-86.74666667
33.62166667,-86.59638889
33.43305556,-86.77888889
33.64972222,-87.07111111
33.58055556,-87.98388889
34.02583333,-88.17166667
33.93277778,-88.02027778
34.92,-87.27027778
33.75638889,-88.11138889
33.89472222,-88.13194444
33.56027778,-88.08027778
34.96611111,-87.37277778
34.86166667,-87.52944444
34.87222222,-87.6925
34.91666667,-88.06416667
34.82333333,-87.28555556
34.63805556,-87.18833333
34.82027778,-87.66277778
34.87277778,-87.625
34.67638889,-87.30777778
34.67138889,-87.40833333
34.48222222,-87.28555556
34.66833333,-87.31055556
32.60472222,-85.59694444
32.56083333,-85.6675
32.59777778,-85.48083333
32.47277778,-85.02
32.64722222,-85.38944444
34.98694444,-86.84305556
32.53916667,-85.09861111
34.93,-86.97694444
34.78972222,-86.96944444
34.58083333,-86.98333333
34.98416667,-87.14777778
34.715,-86.73972222
34.62694444,-86.88111111
32.30611111,-86.8175
31.98777778,-86.57111111
34.73,-86.585
32.45527778,-85.80277778
32.31388889,-86.71388889
32.17305556,-86.67722222
32.27305556,-86.61
32.1825,-86.58055556
32.15305556,-86.71166667
32.40138889,-85.94333333
32.43138889,-85.70666667
34.7,-86.37638889
34.85277778,-86.74777778
34.83055556,-86.52027778
34.86916667,-86.57833333
34.92361111,-86.56694444
34.53805556,-86.41222222
34.90611111,-86.42611111
34.58611111,-86.45861111
32.34972222,-87.64111111
34.5875,-86.73638889
32.34888889,-87.77833333
32.50944444,-87.83722222
32.30111111,-87.79277778
32.24722222,-87.94722222
32.45916667,-87.59305556
32.09737,-87.86751
34.27222222,-87.70333333
32.26944444,-87.625
34.0225,-87.76722222
33.97305556,-87.91666667
34.27138889,-87.83055556
34.17138889,-86.31972222
34.23,-87.61888889
34.13527778,-87.98888889
34.26527778,-86.21111111
34.50277778,-86.25527778
34.4,-86.44611111
30.76472222,-88.08361111
34.34805556,-86.29444444
30.40305556,-88.24805556
30.47388889,-88.34166667
31.0925,-88.24416667
31.09305556,-88.01111111
30.25638889,-88.12527778
30.89527778,-88.01472222
30.74805556,-88.10027778
30.82527778,-88.09194444
30.85444444,-88.05444444
30.55055556,-88.18083333
31.73305556,-87.20666667
31.42722222,-87.34055556
31.43361111,-87.40194444
31.82638889,-87.32055556
32.26972222,-86.14027778
30.58888889,-88.19777778
31.51805556,-87.3275
34.37166667,-86.90833333
34.325,-86.7475
34.52111111,-86.87972222
34.44027778,-86.94027778
34.47,-86.79888889
34.60388889,-87.08611111
32.44888889,-87.51222222
33.26083333,-88.09444444
32.63277778,-87.31722222
33.41333333,-88.21527778
33.4025,-88.23972222
33.32138889,-87.90361111
33.12611111,-88.15416667
33.14916667,-88.17388889
33.13361111,-88.29694444
33.23055556,-88.2725
33.38083333,-88.015
31.81333333,-85.84027778
31.71944444,-86.12583333
31.71916667,-85.81805556
33.14888889,-85.36972222
33.37361111,-85.39583333
32.24,-85.41527778
33.30861111,-85.48555556
33.16027778,-85.29027778
31.80888889,-85.97
33.12333333,-85.56638889
32.46555556,-85.08888889
33.23111111,-86.82361111
33.32916667,-86.65083333
33.275,-86.35305556
33.18333333,-86.60916667
33.32583333,-86.42611111
33.42833333,-86.69277778
33.105,-86.86277778
33.40361111,-86.69055556
33.36805556,-86.74111111
39.31111111,-94.9225
33.30444444,-86.78472222
33.38583333,-86.41
33.235,-86.48638889
33.08166667,-86.87944444
33.64777778,-86.43666667
33.67583333,-86.46777778
33.5925,-86.49638889
33.84361111,-86.26611111
33.68166667,-86.39916667
33.57083333,-86.27388889
33.61444444,-86.20055556
33.74333333,-86.14222222
32.43361111,-88.37166667
33.76888889,-86.47111111
33.94027778,-86.19944444
32.86833333,-88.30583333
32.69027778,-88.12416667
32.81722222,-88.15777778
32.72972222,-88.31416667
33.59305556,-86.13888889
33.18277778,-86.26444444
33.53333333,-85.95416667
32.58722222,-88.18805556
33.14833333,-86.28944444
33.26361111,-86.33361111
32.49333333,-88.29777778
33.18972222,-86.30305556
33.12083333,-86.44527778
33.39361111,-86.03277778
33.17833333,-86.25111111
33.43472222,-86.10138889
32.93305556,-85.93611111
32.79916667,-85.65277778
33.055,-85.63888889
32.88166667,-85.81861111
32.83194444,-85.76416667
33.16916667,-87.34583333
33.23888889,-87.31972222
33.03027778,-85.78666667
33.08361111,-85.78416667
33.24611111,-87.67916667
33.28,-87.13861111
33.23027778,-87.48611111
33.25388889,-87.59222222
33.89055556,-87.52416667
33.72944444,-87.08694444
33.91972222,-87.62111111
33.84222222,-87.27722222
33.76,-87.18694444
33.90305556,-87.55666667
33.98861111,-87.48777778
33.71361111,-87.38611111
33.82305556,-87.08611111
33.7325,-87.27916667
31.46138889,-88.24777778
31.26611111,-88.03138889
31.63138889,-88.31888889
31.92111111,-87.08277778
31.9988,-87.2957
31.86777778,-86.9875
33.20666667,-87.53472222
34.04055556,-87.54083333
34.15138889,-87.40416667
34.2,-87.17777778
34.08138889,-87.21055556
31.98638889,-87.59222222
31.96,-87.48222222
34.09166667,-87.60444444
42.33694444,-71.20972222
32.37472222,-88.70416667
39.377297,-74.451082
32.4975,-86.36861111
32.73555556,-85.57416667
18.14972222,-65.8275
34.40583333,-91.41194444
34.11916667,-91.38027778
34.29138889,-91.33694444
34.37416667,-91.13666667
34.42277778,-91.70611111
33.35555556,-91.85111111
33.12472222,-91.96333333
34.49694444,-91.55083333
33.2275,-91.79833333
33.1675,-91.94277778
33.29861111,-91.49722222
33.12166667,-91.5475
33.23666667,-91.51166667
33.13833333,-92.00972222
36.00277778,-92.40944444
33.05916667,-91.57388889
36.27138889,-92.28055556
36.37722222,-92.53472222
36.28305556,-92.49
36.40138889,-94.07083333
36.27472222,-92.52833333
36.24472222,-92.27555556
36.22277778,-94.12777778
36.46888889,-94.26861111
36.33611111,-92.38222222
36.36666667,-94.21333333
36.27777778,-94.22333333
36.36166667,-94.28666667
36.20944444,-92.28166667
36.3375,-94.45666667
36.2075,-94.22138889
36.26694444,-94.48416667
36.42,-94.4525
36.45027778,-93.97361111
36.38805556,-94.13666667
36.27055556,-94.325
36.26055556,-94.13944444
36.48611111,-93.93833333
36.34083333,-94.06166667
36.26083333,-94.4225
36.32944444,-94.14138889
36.44777778,-94.11666667
36.48222222,-94.46027778
36.18138889,-94.14583333
36.18333333,-94.53944444
36.29361111,-93.29611111
36.2,-93.04694444
36.31277778,-93.01111111
36.45888889,-92.91638889
36.15388889,-92.90805556
36.23722222,-93.11361111
36.41472222,-92.90694444
33.57666667,-92.26805556
36.39416667,-92.90555556
36.4525,-93.19027778
36.15472222,-92.99138889
36.28527778,-92.91555556
33.44833333,-92.1725
33.61027778,-92.06972222
33.53694444,-92.46555556
33.51055556,-92.4
33.77666667,-92.48972222
33.62916667,-92.355
36.47555556,-93.77111111
36.49611111,-93.39777778
36.36833333,-93.56833333
36.335,-93.43277778
36.45972222,-93.43611111
36.40305556,-93.73833333
33.11472222,-91.26277778
33.52861111,-91.43777778
33.33166667,-91.28361111
34.26611111,-93.46416667
34.0625,-93.09944444
33.91666667,-93.15055556
34.12194444,-93.06611111
34.00055556,-93.3375
33.83166667,-93.12583333
36.39222222,-90.72944444
36.41,-90.58944444
36.34027778,-90.22222222
36.31944444,-90.60166667
36.4375,-90.39027778
36.30527778,-90.09611111
36.27972222,-90.66388889
36.43055556,-90.26888889
36.38388889,-90.19277778
36.45361111,-90.14333333
36.26333333,-90.29333333
36.45444444,-90.72305556
35.66416667,-91.84583333
35.60194444,-92.26416667
35.57555556,-92.16416667
35.49444444,-92.03916667
35.57083333,-92.20361111
35.38111111,-92.21805556
33.86138889,-92.29416667
33.09694444,-93.19444444
33.34611111,-93.20833333
33.27416667,-93.23361111
35.14861111,-92.55333333
33.95722222,-92.18972222
33.10194444,-93.46083333
33.35194444,-93.29444444
35.16083333,-92.64277778
35.15638889,-92.74194444
35.1025,-92.76833333
35.74527778,-90.56277778
35.91055556,-90.79666667
35.83638889,-90.3675
35.9025,-90.58166667
35.75916667,-90.32305556
35.79833333,-90.93333333
35.8675,-90.94527778
35.81777778,-90.44
35.82805556,-90.69416667
35.89083333,-90.34416667
35.48805556,-94.22083333
35.68,-94.17611111
35.58222222,-94.36083333
35.49444444,-94.13861111
35.42527778,-94.23638889
35.63833333,-94.16722222
35.508517,-94.074754
35.52777778,-94.27166667
35.03944444,-90.34083333
35.22583333,-90.32638889
35.27027778,-90.46472222
35.41111111,-90.2775
34.91277778,-90.3075
35.44444444,-94.34666667
35.28666667,-90.2275
35.10361111,-90.30805556
35.16638889,-90.41166667
35.22166667,-90.205
35.20611111,-90.20166667
35.37638889,-90.26444444
35.40361111,-90.75277778
35.26527778,-90.555
35.40083333,-90.995
35.2275,-90.78944444
34.07333333,-92.55611111
33.81472222,-92.41444444
35.15027778,-90.17888889
33.90527778,-91.49833333
33.70194444,-91.44388889
33.60888889,-91.20361111
33.91722222,-92.84888889
33.62555556,-91.39444444
33.88666667,-91.48861111
33.71138889,-91.45305556
33.8925,-91.25666667
33.77277778,-91.47666667
